PID,COMMAND,%CPU,TIME,#TH,#WQ,#PORTS,MEM,PURG,CMPRS,PGRP,PPID,STATE,BOOSTS,%CPU_ME,%CPU_OTHRS,UID,FAULTS,COW,MSGSENT,MSGRECV,SYSBSD,SYSMACH,CSW,PAGEINS,IDLEW,POWER,INSTRS,CYCLES,USER,#MREGS,RPRVT,VPRVT,VSIZE,KPRVT,KSHRD
6598,CptHost,0.0,00:07.70,3,1,155,9122K,0B,1904K,6598,1190,sleeping,*0[14],0.00000,0.00000,502,1077077,99,74058,15686,87179,198920,111727,18,3,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
6595,com.apple.WebKit,0.0,00:01.08,5,1,131,97M,0B,3824K,6595,1,sleeping,0[69],0.00000,0.00000,502,9489,163,9579,4226,10868,18037,5800,20,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
6323,com.apple.WebKit,0.0,00:00.09,3,1,87,8290K,0B,5264K,6323,1,sleeping,0[3],0.00000,0.00000,502,2272,154,9039,3924,3410,9650,1554,47,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
6132,com.apple.Ambien,0.0,00:00.04,3,1,58,3233K,0B,1616K,6132,1,sleeping,*1[1],0.00000,0.00000,0,728,78,276,85,813,497,427,67,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
5953,com.apple.audio.,0.0,00:00.00,2,1,12,1633K,0B,1104K,5953,1,sleeping,0[2],0.00000,0.00000,502,393,60,92,34,522,179,45,12,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5845,MTLCompilerServi,0.0,00:00.02,2,1,32,8114K,0B,7680K,5845,1,sleeping,0[4],0.00000,0.00000,502,834,71,139,39,682,290,92,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5844,com.apple.audio.,0.0,00:00.00,2,1,15,1665K,0B,1456K,5844,1,sleeping,0[2],0.00000,0.00000,502,391,60,92,34,521,177,51,12,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5842,MTLCompilerServi,0.0,00:00.14,2,1,32,12M,0B,11M,5842,1,sleeping,0[23],0.00000,0.00000,502,1327,71,255,65,1495,403,159,39,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5818,zsh,0.0,00:00.28,2,0,28,2293K,0B,5616K,5818,659,sleeping,*0[1],0.00000,0.00000,502,8829,1411,1105,430,21897,1515,686,3,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5796,Electron,0.0,01:14.98,13,1,85,345M,0B,727M,410,5757,sleeping,*0[1],0.00000,0.00000,502,466338,465,456160,228044,742521,229315,120496,50,9,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5672,PlugInLibrarySer,0.0,00:00.00,2,1,23,1393K,0B,1184K,5672,1,sleeping,0[1],0.00000,0.00000,502,284,47,112,34,417,222,51,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5671,PlugInLibrarySer,0.0,00:00.00,2,1,26,1489K,0B,1280K,5671,1,sleeping,0[1],0.00000,0.00000,502,284,47,109,34,415,222,67,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5646,SandboxedService,0.0,00:00.01,2,1,54,2449K,0B,2064K,5646,1,sleeping,0[2],0.00000,0.00000,502,856,66,214,65,893,472,132,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
5645,com.apple.Safari,0.0,00:00.23,4,1,143,9570K,0B,4208K,5645,1,sleeping,0[571],0.00000,0.00000,502,2532,132,4456,1112,6071,13867,5537,4,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
2374,zsh,0.0,00:00.19,1,0,21,2241K,0B,560K,2374,2373,sleeping,*0[1],0.00000,0.00000,502,2784,1037,151,65,19435,279,1742,5,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
2373,login,0.0,00:00.03,2,1,31,2241K,0B,1984K,2373,404,sleeping,*0[9],0.00000,0.00000,0,709,102,126,31,10700,250,168,22,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
2337,parsec-fbf,0.0,00:00.33,3,1,57,4194K,0B,2272K,2337,1,sleeping,0[0],0.00000,0.00000,502,2685,116,1178,519,8467,3177,6332,7,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
2313,MTLCompilerServi,0.0,00:00.06,2,1,32,9586K,0B,9152K,2313,1,sleeping,0[5],0.00000,0.00000,502,1302,71,147,41,734,303,145,38,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
2198,netbiosd,0.0,00:00.19,2,1,24,2801K,0B,1456K,2198,1,sleeping,*0[1],0.00000,0.00000,222,1447,72,137,43,8968,312,2948,2,0,0.0,0,0,_netbios,N/A,N/A,N/A,N/A,N/A,N/A
2146,transparencyd,0.0,00:00.14,2,1,48,3377K,0B,832K,2146,1,sleeping,0[1],0.00000,0.00000,502,1101,72,214,52,3093,780,543,37,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
2145,com.apple.siri.C,0.0,00:00.04,2,1,39,4641K,0B,4272K,2145,1,sleeping,0[3],0.00000,0.00000,502,987,83,201,48,1314,454,265,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
2087,photoanalysisd,0.0,00:04.95,2,1,83,20M,0B,15M,2087,1,sleeping,0[426],0.00000,0.00000,502,6849,180,2543,759,50724,34614,16002,92,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
2013,misagent,0.0,00:00.00,2,1,20,1217K,0B,1024K,2013,1,sleeping,0[2],0.00000,0.00000,0,238,43,63,29,340,160,30,0,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1984,remindd,0.0,00:01.80,3,1,123,12M,512K,5968K,1984,1,sleeping,0[152],0.00000,0.00000,502,4769,200,2813,889,37623,9610,13649,170,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1980,WorldClockWidget,0.0,00:00.41,5,4/1,84,15M,0B,15M,1980,1,sleeping,*3[7],0.00000,0.00000,502,3677,583,1937,725,7754,1822,440,338,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1917,periodic-wrapper,0.0,00:00.00,2,1,25,993K,0B,816K,1917,1,sleeping,*0[1],0.00000,0.00000,0,214,33,75,31,245,168,46,0,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1898,DataDetectorsSou,0.0,00:00.04,2,1,26,2241K,0B,1984K,1898,1,sleeping,0[0],0.00000,0.00000,257,586,60,71,27,613,186,491,0,0,0.0,0,0,_datadetectors,N/A,N/A,N/A,N/A,N/A,N/A
1881,periodic-wrapper,0.0,00:00.00,2,1,25,1041K,0B,832K,1881,1,sleeping,*0[1],0.00000,0.00000,0,213,33,75,31,249,169,41,0,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1878,microstackshot,0.0,00:00.01,2,1,28,1585K,0B,1296K,1878,1,sleeping,0[0],0.00000,0.00000,0,410,47,109,40,549,233,84,12,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1877,nbstated,0.0,00:00.05,2,1,33,2369K,0B,2096K,1877,1,sleeping,0[0],0.00000,0.00000,0,422,48,70,28,420,162,171,0,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1876,IMAutomaticHisto,0.0,00:00.05,2,1,67,3233K,0B,1648K,1876,1,sleeping,0[0],0.00000,0.00000,502,1219,84,279,64,1242,582,414,3,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1875,nbagent,0.0,00:00.52,4,1,195,8050K,0B,3760K,1875,1,sleeping,0[101],0.00000,0.00000,502,2996,142,4512,1402,13097,16014,10010,82,3,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1864,AMPArtworkAgent,0.0,00:00.08,2,1,40,3137K,0B,2928K,1864,1,sleeping,0[0],0.00000,0.00000,502,1468,92,209,56,2114,446,468,80,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1862,com.apple.BKAgen,0.0,00:00.07,2,1,51,2673K,0B,2304K,1862,1,sleeping,0[0],0.00000,0.00000,502,1031,78,215,48,1313,430,323,58,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1861,PodcastContentSe,0.0,00:00.04,2,1,38,2881K,0B,2496K,1861,1,sleeping,0[16],0.00000,0.00000,502,1048,89,171,45,982,364,190,38,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1860,media-indexer,0.0,00:00.87,2,1,56,11M,0B,11M,1860,1,sleeping,0[8],0.00000,0.00000,502,7758,92,277,72,5168,600,2405,166,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1796,MailCacheDelete,0.0,00:00.04,2,1,50,2849K,0B,2480K,1796,1,sleeping,*0[1],0.00000,0.00000,502,1008,96,234,62,1132,457,173,20,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1795,sysdiagnose,0.0,00:00.02,2,1,27,2097K,0B,1776K,1795,1,sleeping,*0[1],0.00000,0.00000,0,504,62,98,35,592,203,75,21,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1794,cloudd,0.0,00:00.26,2,1,86,4865K,0B,2768K,1794,1,sleeping,0[45],0.00000,0.00000,0,3212,96,1204,363,4684,2320,1825,2,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1790,periodic-wrapper,0.0,00:00.00,2,1,23,993K,0B,784K,1790,1,sleeping,*0[1],0.00000,0.00000,0,215,33,74,30,245,167,51,0,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1789,localizationswit,0.0,00:00.03,2,1,39,2033K,0B,1712K,1789,1,sleeping,0[1],0.00000,0.00000,502,520,68,172,51,734,341,189,19,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1735,DPSubmissionServ,0.0,00:00.04,2,1,40,2433K,0B,2144K,1735,1,sleeping,0[0],0.00000,0.00000,0,928,68,167,62,980,310,236,25,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1732,EscrowSecurityAl,0.0,00:00.02,2,1,46,2209K,0B,1984K,1732,1,sleeping,0[0],0.00000,0.00000,502,793,83,151,40,899,320,254,6,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1708,FMIPClientXPCSer,0.0,00:00.06,2,1,40,2385K,0B,2096K,1708,1,sleeping,0[1],0.00000,0.00000,502,758,80,149,45,880,341,144,42,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1702,cloudphotod,0.0,00:00.84,2,1,86,5266K,0B,1584K,1702,1,sleeping,0[88],0.00000,0.00000,502,5571,123,1796,577,12233,5740,7298,952,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1697,PowerChime,0.0,00:00.57,6,1,227,8882K,0B,4080K,1697,1,sleeping,*0[1],0.00000,0.00000,502,4186,132,10112,3632,13484,22197,11389,12,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1655,powerdatad,0.0,00:00.10,2,1,38,2305K,0B,672K,1655,1,sleeping,0[0],0.00000,0.00000,0,1043,51,4522,2243,1128,2600,919,6,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1648,TVCacheExtension,0.0,00:00.05,2,1,46,2785K,0B,2464K,1648,1,sleeping,*0[1],0.00000,0.00000,502,1085,95,358,108,1424,642,342,12,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1647,MusicCacheExtens,0.0,00:00.05,2,1,45,2785K,0B,2480K,1647,1,sleeping,*0[1],0.00000,0.00000,502,1089,95,363,108,1483,647,318,15,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1646,CacheDeleteExten,0.0,00:00.09,3,1,50,4161K,0B,3856K,1646,1,sleeping,*0[1],0.00000,0.00000,502,1210,110,359,105,1517,692,403,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1645,storedownloadd,0.0,00:00.08,2,1,39,3601K,0B,3248K,1645,1,sleeping,0[3],0.00000,0.00000,502,1103,88,182,62,984,343,1125,25,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1644,system_installd,0.0,00:00.02,2,1,27,1809K,0B,1584K,1644,1,sleeping,0[0],0.00000,0.00000,0,668,68,128,55,635,220,212,6,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1643,symptomsd-diag,0.0,00:00.12,2,1,52,3954K,0B,3568K,1643,1,sleeping,0[5],0.00000,0.00000,0,1438,81,298,113,1812,570,1275,75,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1642,installd,0.0,00:00.02,2,1,29,1969K,0B,1744K,1642,1,sleeping,0[0],0.00000,0.00000,0,691,70,126,55,663,224,188,3,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1641,replayd,0.0,00:00.07,2,1,39,3121K,0B,2816K,1641,1,sleeping,0[0],0.00000,0.00000,502,1095,80,177,65,941,348,903,24,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1640,deleted_helper,0.0,00:00.03,2,1,19,1649K,0B,1424K,1640,1,sleeping,0[1],0.00000,0.00000,0,373,54,179,84,572,276,157,0,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1639,deleted,0.0,00:00.88,2,1,66,3553K,0B,1760K,1639,1,sleeping,0[12],0.00000,0.00000,502,2105,76,12081,5381,12107,12544,3633,54,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1633,tzd,0.0,00:00.02,2,1,42,1953K,0B,1680K,1633,1,sleeping,0[1],0.00000,0.00000,0,500,61,110,40,636,281,124,4,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1627,storeaccountd,0.0,00:00.10,2,1,46,3441K,0B,3072K,1627,1,sleeping,0[21],0.00000,0.00000,502,934,87,319,81,1198,634,891,4,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1607,UsageTrackingAge,0.0,00:00.15,2,1,56,3585K,0B,3280K,1607,1,sleeping,0[0],0.00000,0.00000,502,1608,83,420,107,1594,792,651,44,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1600,devicecheckd,0.0,00:00.01,2,1,47,1553K,0B,1280K,1600,1,sleeping,0[1],0.00000,0.00000,502,365,52,160,49,495,346,209,8,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1594,AquaAppearanceHe,0.0,00:01.24,3,1,156,8690K,0B,2944K,1594,1,sleeping,*0[189],0.00000,0.00000,502,2490,124,11975,4683,8742,19579,7364,20,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1506,recentsd,0.0,00:00.17,3,2,60,4065K,0B,2144K,1506,1,sleeping,0[25],0.00000,0.00000,502,1555,93,1022,270,4100,2463,1788,19,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1501,MTLCompilerServi,0.0,00:00.03,2,1,32,8882K,0B,8464K,1501,1,sleeping,0[10],0.00000,0.00000,502,916,71,178,47,823,331,100,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1500,MTLCompilerServi,0.0,00:00.16,2,1,32,11M,0B,11M,1500,1,sleeping,0[49],0.00000,0.00000,502,1379,71,389,90,1833,542,209,57,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1498,Maps,0.0,00:40.55,6,1,473,254M,0B,193M,1498,1,sleeping,0[3126],0.00000,0.00000,502,80849,863,268197,77579,696465,576857,317039,3641,10,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1453,OSDUIHelper,0.0,00:00.83,3,1,164,9522K,0B,2704K,1453,1,sleeping,*0[180],0.00000,0.00000,502,3279,122,18997,4537,14129,33887,15156,16,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1414,zsh,0.0,00:00.09,1,0,21,2225K,0B,672K,1414,1413,sleeping,*0[1],0.00000,0.00000,502,1258,436,101,40,7387,254,510,2,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1413,login,0.0,00:00.02,2,1,31,2257K,0B,2000K,1413,404,sleeping,*0[9],0.00000,0.00000,0,703,104,126,31,8643,248,140,12,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1399,com.apple.speech,0.0,00:00.43,2,1,48,7682K,0B,6032K,1399,1,sleeping,*0[1],0.00000,0.00000,502,1643,66,2053,467,11238,2789,3200,28,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1398,MTLCompilerServi,0.0,00:00.05,2,1,32,7106K,0B,6720K,1398,1,sleeping,0[3],0.00000,0.00000,502,980,71,145,39,866,283,127,53,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1312,LookupViewServic,0.0,00:01.28,5,1,223,27M,0B,13M,1312,1,sleeping,0[2124],0.00000,0.00000,502,7884,212,21252,7300,28495,41310,19901,221,2,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1260,MTLCompilerServi,0.0,00:00.03,2,1,26,6785K,0B,6448K,1260,1,sleeping,0[2],0.00000,0.00000,88,726,71,116,36,647,237,82,38,0,0.0,0,0,_windowserver,N/A,N/A,N/A,N/A,N/A,N/A
1193,com.apple.WebKit,0.0,00:00.63,6,1,103,16M,0B,4352K,1193,1,sleeping,*38[1],0.00000,0.00000,502,6586,112,4309,1822,40551,15938,12888,4,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1192,com.apple.WebKit,0.0,00:01.50,5,1,131,97M,0B,84M,1192,1,sleeping,0[209],0.00000,0.00000,502,12805,163,13650,6472,18585,36683,15258,23,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1191,caphost,0.0,00:02.28,5,1,1003,8978K,0B,3168K,1191,1190,sleeping,*0[164],0.00000,0.00000,502,16411,121,212825,99501,28080,180654,23427,4,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1189,com.apple.audio.,0.0,00:00.00,2,1,15,1681K,0B,1472K,1189,1,sleeping,0[2],0.00000,0.00000,502,399,60,92,34,521,181,37,2,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1188,MTLCompilerServi,0.0,00:00.11,2,1,32,10M,0B,5568K,1188,1,sleeping,0[15],0.00000,0.00000,502,1511,76,203,50,1175,369,97,40,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1187,DockHelper,0.0,00:00.88,3,1,178,14M,0B,8448K,1187,1,sleeping,*0[110],0.00000,0.00000,502,7167,347,14302,4931,8851,24297,10468,20,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1184,AppleCameraAssis,0.0,00:00.04,4,0,54,2685K,0B,9856K,1184,1,sleeping,*0[1],0.00000,0.00000,262,1601,78,1075,513,1617,759,94,0,0,0.0,0,0,_cmiodalassistants,N/A,N/A,N/A,N/A,N/A,N/A
1175,VTEncoderXPCServ,0.0,00:00.02,2,1,45,4657K,0B,4288K,1175,1,sleeping,0[4],0.00000,0.00000,502,773,62,212,60,2975,432,132,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1172,VTDecoderXPCServ,0.0,00:00.05,2,1,67,6162K,0B,5264K,1172,1,sleeping,0[12],0.00000,0.00000,502,938,84,983,553,3456,1695,495,12,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1170,chrome_crashpad_,0.0,00:00.03,5,1,41,2937K,0B,8464K,1169,1,sleeping,*0[1],0.00000,0.00000,502,2110,113,781,380,1672,578,149,1,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1109,com.apple.audio.,0.0,00:00.00,2,1,12,1633K,0B,1424K,1109,1,sleeping,0[1],0.00000,0.00000,502,390,60,91,34,518,177,44,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1041,WeatherWidget,0.0,00:03.83,7,5/4,112,22M,64K,9552K,1041,1,sleeping,*1[42],0.00000,0.00000,502,7686,615,6408,2449,40365,12274,8733,574,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1040,ScopedBookmarkAg,0.0,00:00.09,2,1,41,3105K,0B,2720K,1040,1,sleeping,0[6],0.00000,0.00000,502,1274,56,678,246,2745,1196,820,13,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1039,writeconfig,0.0,00:00.02,2,1,28,2113K,0B,1856K,1039,1,sleeping,0[4],0.00000,0.00000,0,475,57,139,45,1032,280,209,7,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
1037,coreautha,0.0,00:00.62,3,1,181,15M,0B,4352K,1037,1,sleeping,*0[119],0.00000,0.00000,502,3602,145,12852,4956,13541,21641,8819,26,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1036,com.apple.Dictio,0.0,00:00.01,2,1,28,1521K,0B,1312K,1036,1,sleeping,0[2],0.00000,0.00000,502,418,53,132,40,524,267,81,16,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1019,ScreenTimeWidget,0.0,00:03.29,4,3/1,85,16M,0B,7856K,1019,1,sleeping,*4[99],0.00000,0.00000,502,5854,574,6751,2198,28761,12461,4934,371,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
1011,studentd,0.0,00:00.70,2,1,137,11M,0B,6176K,1011,1,sleeping,*0[1],0.00000,0.00000,502,3777,200,4937,1025,19505,15128,11372,127,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
986,MTLCompilerServi,0.0,00:00.71,2,1,32,11M,0B,3760K,986,1,sleeping,0[192],0.00000,0.00000,502,3181,76,1093,231,6508,1297,434,31,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
983,VTEncoderXPCServ,0.0,00:00.02,2,1,45,4769K,0B,4400K,983,1,sleeping,0[4],0.00000,0.00000,502,780,62,212,60,2962,429,123,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
980,VTDecoderXPCServ,0.0,00:00.05,2,1,67,5938K,0B,5040K,980,1,sleeping,0[11],0.00000,0.00000,502,957,84,979,553,3473,1700,569,1,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
977,chrome_crashpad_,0.0,00:00.02,4,1,33,2177K,0B,1024K,976,1,sleeping,*0[1],0.00000,0.00000,502,578,80,58,20,736,163,120,0,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
974,XprotectService,0.0,00:04.59,2,1,25,19M,0B,19M,974,1,sleeping,0[16],0.00000,0.00000,0,40955,71,196,85,42358,409,9231,16296,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
973,Slack,0.0,00:41.46,30,1,502,148M,96K,37M,973,1,sleeping,*0[849],0.00000,0.00000,502,108165,752,590243,320093,802561,2101918,627364,152,8,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
936,StocksWidget,0.0,00:03.43,6,4/2,109,22M,192K,8864K,936,1,sleeping,*1[53],0.00000,0.00000,502,7403,655,7684,2796,41720,12991,10287,708,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
896,mdwrite,0.0,00:00.02,2,1,36,1857K,0B,944K,896,1,sleeping,*0[1],0.00000,0.00000,502,485,55,200,68,833,336,251,6,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
893,QuickLookSatelli,0.0,00:00.72,2,1,68,11M,0B,5728K,893,1,sleeping,0[61],0.00000,0.00000,502,3302,137,1231,303,193679,3614,7298,31,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
885,com.apple.AppSto,0.0,00:00.03,2,1,26,2785K,0B,2480K,885,1,sleeping,0[1],0.00000,0.00000,0,546,65,80,30,593,171,149,4,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
884,installcoordinat,0.0,00:00.05,2,1,40,2929K,0B,2624K,884,1,sleeping,0[1],0.00000,0.00000,274,724,72,123,32,903,269,278,24,0,0.0,0,0,_installcoordinationd,N/A,N/A,N/A,N/A,N/A,N/A
883,appstoreagent,0.0,00:02.46,3,1,135,12M,0B,5536K,883,1,sleeping,0[35],0.00000,0.00000,502,14432,223,5350,906,60019,13877,34130,1056,2,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
876,UIKitSystem,0.0,00:00.64,2,1,93,15M,0B,12M,876,1,sleeping,*0[499],0.00000,0.00000,502,5780,466,8348,2132,23890,12416,8389,168,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
875,NewsToday2,0.0,00:20.38,6,5/3,119,28M,128K,9184K,875,1,sleeping,*4[141],0.00000,0.00000,502,39381,694,49513,17245,264909,50305,62935,5153,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
869,coresymbolicatio,0.0,00:00.46,2,1,23,2657K,0B,2000K,869,1,sleeping,0[1755],0.00000,0.00000,0,16123,55,11696,3970,16478,10108,4428,1165,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
868,MTLCompilerServi,0.0,00:00.10,2,1,32,9170K,0B,8688K,868,1,sleeping,0[2],0.00000,0.00000,502,1988,77,134,37,789,352,302,539,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
867,com.apple.WebKit,0.0,00:20.09,4,1,103,115M,0B,28M,867,1,sleeping,0[19077],0.00000,0.00000,502,36697,209,213599,93222,218328,480983,192049,526,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
855,com.apple.speech,0.0,00:00.48,3,1,52,16M,0B,59M,855,1,sleeping,*0[1],0.00000,0.00000,502,7430,99,2982,1030,12997,5604,2558,143,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
845,sysextd,0.0,00:00.09,2,1,32,3346K,0B,1648K,845,1,sleeping,0[38],0.00000,0.00000,0,969,66,687,146,1930,1273,541,30,0,0.0,0,0,root,N/A,N/A,N/A,N/A,N/A,N/A
841,universalAccessA,0.0,00:00.87,3,1,214,36M,0B,28M,841,1,sleeping,*0[511],0.00000,0.00000,502,7195,172,18534,5752,17944,32252,12432,10,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
818,progressd,0.0,00:00.13,2,1,54,5266K,0B,4736K,818,1,sleeping,0[33],0.00000,0.00000,502,1657,101,421,131,3874,954,1152,92,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
815,CalendarWidgetEx,0.0,00:00.82,7,6/3,112,18M,0B,18M,815,1,sleeping,*17[6],0.00000,0.00000,502,5075,249,3461,856,24433,6804,3383,94,0,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
802,com.apple.WebKit,0.0,00:00.28,3,1,92,8306K,0B,4304K,802,1,sleeping,0[420],0.00000,0.00000,502,4322,144,11834,5425,8092,24545,6523,4,1,0.0,0,0,dakota,N/A,N/A,N/A,N/A,N/A,N/A
